slug,rank,name,symbol,logo,description,website,whitepaper,twitter,telegram,discord,explorer,confirmed
polydoge,652,PolyDoge,POLYDOGE,"""polydoge-logo.png""",,https://polydoge.com/,,https://twitter.com/PolyDoge,https://t.me/polydoge,,https://polygonscan.com/token/0x8a953cfe442c5e8855cc6c61b1293fa648bae472,1
mute,653,Mute,MUTE,"""mute-logo.png""",,https://mute.io,,https://twitter.com/mute_io,https://t.me/mute_io,,https://etherscan.io/token/0xa49d7499271ae71cd8ab9ac515e6694c755d400c,1
avalaunch,654,Avalaunch,XAVA,"""avalaunch-logo.png""",,https://avalaunch.app,,https://twitter.com/AvalaunchApp,https://t.me/avalaunch_app,,https://cchain.explorer.avax.network/address/0xd1c3f94DE7e5B45fa4eDBBA472491a9f4B166FC4/,1
fegtoken,655,FEG Token,FEG,"""fegtoken-logo.png""",,,,,,,https://etherscan.io/token/0x389999216860ab8e0175387a0c90e5c52522c945,1
monetha,656,Monetha,MTH,"""monetha-logo.png""",,https://www.monetha.io/,https://www.monetha.io/white-paper/,https://twitter.com/Monetha_io,https://t.me/monetha_official,,https://etherscan.io/token/0xaf4dce16da2877f8c9e00544c93b62ac40631f16,1
dino,657,Dino,DINO,"""dino-logo.png""",,,,,,,https://polygonscan.com/token/0xaa9654becca45b5bdfa5ac646c939c62b527d394,1
tokenomy,658,Tokenomy,TEN,"""tokenomy-logo.png""",,,,,,,https://etherscan.io/token/0xdd16ec0f66e54d453e6756713e533355989040e4,1
smartmesh,659,SmartMesh,SMT,"""smartmesh-logo.png""",,https://smartmesh.io/,http://smartmesh.io/SmartMeshWhitePaperEN.pdf,https://twitter.com/smart_mesh,https://t.me/SmartMesh,,https://etherscan.io/token/0x55f93985431fc9304077687a35a1ba103dc1e081,1
launchpool,660,Launchpool,LPOOL,"""base-logo.png""",,https://launchpool.xyz/,,https://twitter.com/LaunchPoolXYZ,https://t.me/launchpoolxyz,,https://etherscan.io/token/0x6149c26cd2f7b5ccdb32029af817123f6e37df5b,1
chain-games,661,Chain Games,CHAIN,"""chain-games-logo.png""",,https://chaingames.io/,,https://twitter.com/realchaingames,https://t.me/chaingames,,https://etherscan.io/token/0xC4C2614E694cF534D407Ee49F8E44D125E4681c4,1
tokemak,662,Tokemak,TOKE,"""tokemak-logo.png""",,https://www.tokemak.xyz/,,https://twitter.com/TokenReactor,,https://discord.com/invite/Z5f92tfzh4,https://etherscan.io/token/0x2e9d63788249371f1DFC918a52f8d799F4a38C94,1
essentia,663,Essentia,ESS,"""essentia-logo.png""",,https://essentia.one/,,https://twitter.com/essentia_one,https://t.me/essentia_one,,https://ethplorer.io/address/0xfc05987bd2be489ACCF0f509E44B0145d68240f7,1
tidex-token,664,Tidex Token,TDX,"""base-logo.png""",,https://tidex.com/,https://tidex.com/files/en/wp_token.pdf,https://twitter.com/Tidex_Exchange,https://t.me/tidex_official,,http://dev.pywaves.org/assets/3QvxP6YFBKpWJSMAfYtL8Niv8KmmKsnpb9uQwQpg8QN2,1
uniform-fiscal-object,665,Uniform Fiscal Object,UFO,"""base-logo.png""",,,,,,,http://chainz.cryptoid.info/ufo/,1
index-cooperative,666,Index Cooperative,INDEX,"""index-cooperative-logo.png""",,https://www.indexcoop.com/,https://docs.indexcoop.com,https://twitter.com/indexcoop,,,https://etherscan.io/token/0x0954906da0Bf32d5479e25f46056d22f08464cab,1
mixin,667,Mixin,XIN,"""mixin-logo.png""",,,,,,,https://mixin.one/snapshots,1
contentbox,668,ContentBox,BOX,"""contentbox-logo.png""",,https://contentbox.one/,,https://twitter.com/Contentbox_one,https://t.me/BoxCommunity,,https://etherscan.io/token/0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f,1
cardstack,669,Cardstack,CARD,"""cardstack-logo.png""",,,,,,,https://etherscan.io/token/0x954b890704693af242613edef1b603825afcd708,1
probit-token,670,ProBit Token,PROB,"""probit-token-logo.png""",,,,,,,https://etherscan.io/token/0xfb559ce67ff522ec0b9ba7f5dc9dc7ef6c139803,1
cryptozoon,671,CryptoZoon,ZOON,"""cryptozoon-logo.png""",,https://cryptozoon.io/,,https://twitter.com/CryptoZoonBSC,https://t.me/CryptoZoonIO,,https://bscscan.com/token/0x9d173e6c594f479b4d47001f8e6a95a7adda42bc,1
scryinfo,672,Scry.info,DDD,"""scryinfo-logo.png""",,https://home.scry.info/,https://home.scry.info/#project,https://twitter.com/scryinfo,https://t.me/scryinfo1,,https://etherscan.io/token/0x9F5F3CFD7a32700C93F971637407ff17b91c7342,1
0chain,673,Zus,ZCN,"""0chain-logo.png""",,https://zus.network/,,https://twitter.com/zus_network,,https://discord.com/invite/h3BFjdtCp4,https://etherscan.io/token/0xb9ef770b6a5e12e45983c5d80545258aa38f3b78,1
naos-finance,674,NAOS Finance,NAOS,"""naos-finance-logo.png""",,https://naos.finance/,https://medium.com/naos-finance/introducing-naos-finance-75d3e3a1b0ab,https://twitter.com/naos_finance,https://t.me/naos_finance,https://discord.com/invite/rRaPwCVTaA,https://etherscan.io/token/0x4a615bb7166210cce20e6642a6f8fb5d4d044496,1
mobius,675,Mobius,MOBI,"""mobius-logo.png""",,https://mobius.network/,,https://twitter.com/mobius_network,https://t.me/mobius_network,,https://stellar.expert/explorer/asset/MOBI-GA6HCMBLTZS5VYYBCATRBRZ3BZJMAFUDKYYF6AH6MVCMGWMRDNSWJPIH,1
trinity-network-credit,676,Trinity Network Credit,TNC,"""trinity-network-credit-logo.png""",,https://trinity.tech/,https://trinity.tech/file/WhitePaperDraft.pdf,https://twitter.com/TrinityProtocol,https://t.me/TrinityStateChannels,,https://neotracker.io/asset/08e8c4400f1af2c20c28e0018f29535eb85d15b6,1
zeepin,677,Zeepin,ZPT,"""base-logo.png""",,https://www.zeepin.io/,https://www.zeepin.io/Zeepin_Whitepaper.pdf,https://twitter.com/zeepinchain,https://t.me/ZeepinNews,,https://neotracker.io/asset/ac116d4b8d4ca55e6b6d4ecce2192039b51cccc5,1
kine,678,KINE,KINE,"""kine-logo.png""",,https://kine.io/,,https://twitter.com/KineProtocol,https://t.me/kineprotocol,,https://etherscan.io/token/0xcbfef8fdd706cde6f208460f2bf39aa9c785f05d,1
nucypher,679,NuCypher,NU,"""nucypher-logo.png""",,,,,,,https://etherscan.io/token/0x4fe83213d56308330ec302a8bd641f1d0113a4cc,1
anoncoin,680,Anoncoin,ANC,"""anoncoin-logo.png""",,,,,,,http://abe.darkgamex.ch:2751/chain/Anoncoin,1
kittenfinance,681,KittenFinance,KIF,"""base-logo.png""",,https://www.kitten.finance/,,https://twitter.com/KittenFinance,,https://discord.com/invite/pMaZswC,,1
medishares,682,MediShares,MDS,"""medishares-logo.png""",,http://www.medishares.org/,http://doc.medishares.org/whitepaper/MediShares.Whitepaper.EN.pdf,https://twitter.com/MediShares,,,https://etherscan.io/token/0x66186008C1050627F979d464eABb258860563dbE,1
bitcoin-file,683,Bitcoin File,BIFI,"""bitcoin-file-logo.png""",,https://www.bitcoinfile.org/,,https://twitter.com/BitcoinFile,https://t.me/bitcoinfile,,https://explorer.bitcoinfile.org/,1
bsc-station,684,BSCStation,BSCS,"""bsc-station-logo.png""",,,,,,,https://bscscan.com/token/0xbcb24afb019be7e93ea9c43b7e22bb55d5b7f45d,1
dxdao,685,DXdao,DXD,"""dxdao-logo.png""",,,,,,,https://etherscan.io/token/0xa1d65E8fB6e87b60FECCBc582F7f97804B725521,1
iht-real-estate-protocol,686,IHT Real Estate Protocol,IHT,"""base-logo.png""",,https://ihtcoin.com/,https://ihtcoin.com/dist/pdf/IHT%20Sharing%20Real%20Estate%20Blockchain%20Whitepaper.pdf?v=2018020901,https://twitter.com/ihtcoin,https://t.me/IHTChinese,,https://etherscan.io/token/0xEda8B016efA8b1161208Cf041cD86972eeE0F31E,1
blockcdn,687,BlockCDN,BCDN,"""base-logo.png""",,http://www.blockcdn.org/,http://www.blockcdn.org/file/BlockCdn-english.pdf,https://twitter.com/BlockCDN,https://t.me/blockcdn,,https://etherscan.io/token/0x1e797Ce986C3CFF4472F7D38d5C4aba55DfEFE40,1
starbase,688,Starbase,STAR,"""starbase-logo.png""",,,,,,,https://etherscan.io/token/0xf70a642bd387f94380ffb90451c2c81d4eb82cbc,1
remme,689,Remme,REM,"""remme-logo.png""",,https://remme.io/,https://github.com/Remmeauth/Documentation/blob/master/RemmeProtocolTechPaper.md,https://twitter.com/remme_io,https://t.me/remme,,https://etherscan.io/token/0x83984d6142934bb535793a82adb0a46ef0f66b6d,1
woonkly-power,690,Woonkly Power,WOOP,"""woonkly-power-logo.png""",,https://woonkly.com,https://whitepaper.woonkly.com/woonkly.com-eng/,https://twitter.com/woonklyEN,https://t.me/WOONKLYEN,,https://bscscan.com/token/0x8b303d5bbfbbf46f1a4d9741e491e06986894e18,1
mithril-share,691,Mithril Share,MIS,"""mithril-share-logo.png""",,https://mith.cash/,,https://twitter.com/mithcash,https://t.me/mithcash,https://discord.com/invite/WftfjSbNyc,https://etherscan.io/token/0x4b4d2e899658fb59b1d518b68fe836b100ee8958,1
bitbook,692,BitBook,BBT,"""bitbook-logo.png""",,https://www.bitbook.net,https://www.bitbook.network/hubfs/BitBook-Whitepaper.pdf,,https://t.me/bitbooknetwork,,,1
hashcoin,693,HashCoin,HSC,"""base-logo.png""",,https://www.hashfuture.io/,,https://twitter.com/hashworld_hsc,,,https://etherscan.io/token/0x2bba3cf6de6058cc1b4457ce00deb359e2703d7f,1
bounty0x,694,Bounty0x,BNTY,"""bounty0x-logo.png""",,https://bounty0x.io/,https://bounty0x.io/whitepaper,https://twitter.com/bounty0x,https://t.me/bounty0x,,https://etherscan.io/token/0xd2d6158683aee4cc838067727209a0aaf4359de3,1
ink,695,Ink,INK,"""ink-logo.png""",,https://ink.one/,https://ink.one/statics/pdf/ink_whitepaper_en.pdf,https://twitter.com/inklabsfound,https://t.me/joinchat/GHiS0A7C841w1NbTNwIYIQ,,https://explorer.qtum.org/token/fe59cbc1704e89a698571413a81f0de9d8f00c69,1
game,696,Game.com,GTC,"""game-logo.png""",,http://game.com/,https://ic.game.com/download/Game.com-Whitepaper_EN.pdf,https://twitter.com/gelert,https://t.me/gameico,,https://etherscan.io/token/0xB70835D7822eBB9426B56543E391846C107bd32C,1
red,697,RED,RED,"""red-logo.png""",,https://ico.red-lang.org/,https://ico.red-lang.org/RED-whitepaper.pdf,https://twitter.com/red_lang,https://t.me/redofficial,,https://etherscan.io/token/0x76960dccd5a1fe799f7c29be9f19ceb4627aeb2f,1
bitcoinx,698,BitcoinX,BCX,"""base-logo.png""",,https://bcx.org/,,https://twitter.com/bcx_team,https://t.me/BCX_EN,,https://bcx.info/,1
btc-standard-hashrate-token,699,Bitcoin Standard Hashrate Token,BTCST,"""btc-standard-hashrate-token-logo.png""",,https://www.btcst.finance/,https://www.1-b.tc/static/BTCST_Whitepaper.pdf,https://twitter.com/btcst2020,https://t.me/BTCST_Community_EN,,https://bscscan.com/token/0x78650b139471520656b9e7aa7a5e9276814a38e9,1
gems-protocol,700,Gems,GEM,"""base-logo.png""",,https://gems.org/,https://gems.org/whitepaper.pdf,https://twitter.com/gems,https://t.me/gemsorg,,https://etherscan.io/token/0xc7bba5b765581efb2cdd2679db5bea9ee79b201f,1
sashimi,701,Sashimi,SASHIMI,"""sashimi-logo.png""",,https://sashimi.cool/,,https://twitter.com/SASHIMISASHIMI5,,,,1
eosdac,702,eosDAC,EOSDAC,"""eosdac-logo.png""",,https://eosdac.io/,https://steemit.com/eos/@eosdac/introducing-eosdac-the-community-owned-eos-block-producer,https://twitter.com/eosdac,https://t.me/eosdacio,,https://etherscan.io/token/0x7e9e431a0b8c4d532c745b1043c7fa29a48d4fba,1
lukso,703,LUKSO [Old],LYXE,"""lukso-logo.png""",,,,,,,https://etherscan.io/token/0xA8b919680258d369114910511cc87595aec0be6D,1
bottos,704,Bottos,BTO,"""bottos-logo.png""",,https://www.bottos.org/,https://github.com/bottos-project/magiccube/blob/master/BottosWhitepaper_EN.pdf,https://twitter.com/ai_bottos,https://t.me/bottosofficial,,https://etherscan.io/token/0x36905fc93280f52362a1cbab151f25dc46742fb5,1
etherparty,705,Etherparty,FUEL,"""etherparty-logo.png""",,https://etherparty.com/,https://etherparty.io/Etherparty_White_Paper_EN.pdf,https://twitter.com/VanbexGroup,https://t.me/etherparty,,https://etherscan.io/token/0xea38eaa3c86c8f9b751533ba2e562deb9acded40,1
pchain,706,Plian,PI,"""pchain-logo.png""",,https://plian.org/,https://plian.org/js/generic/web/viewer.html,https://twitter.com/plian_org,https://t.me/pchain_org,https://discord.com/invite/AkpDx9C5ut,https://etherscan.io/token/0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3,1
raiden-network-token,707,Raiden Network Token,RDN,"""raiden-network-token-logo.png""",,https://raiden.network/,https://raiden-network.readthedocs.io/en/stable/,https://twitter.com/raiden_network,,,https://etherscan.io/token/0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,1
odyssey,708,Odyssey,OCN,"""odyssey-logo.png""",,http://www.ocnex.net/,http://www.ocoins.cc/pdf/ODYSSEY+WHITEPAPER+V1.3+EN.pdf?v=2018011802,https://twitter.com/OdysseyOCN,https://t.me/ODysseySPANISH,,https://etherscan.io/token/0x4092678e4E78230F46A1534C0fbc8fA39780892B,1
skrumble-network,709,Skrumble Network,SKM,"""skrumble-network-logo.png""",,https://skrumble.network/,https://skrumble.network/whitepapers/,https://twitter.com/SkrumbleNetwork,https://t.me/skrumble,,https://etherscan.io/token/0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f,1
epik-protocol,710,EpiK Protocol,AIEPK,"""base-logo.png""",,https://www.epik-protocol.io/,https://www.epik-protocol.io/EPIK-whitepaper-cn.pdf,https://twitter.com/EpikProtocol,https://t.me/EpikProtocol,,https://etherscan.io/token/0xdaf88906ac1de12ba2b1d2f7bfc94e9638ac40c4,1
electrifyasia,711,Electrify.Asia,ELEC,"""electrifyasia-logo.png""",,https://electrify.asia/,https://electrify.asia/whitepaper/,https://twitter.com/electrifyasia,https://t.me/electrifyasia,,https://etherscan.io/token/0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,1
wall-street-games,712,Wall Street Games,WSG,"""wall-street-games-logo.png""",,https://wsg.gg,https://wsg.gg/files/whitepaper.pdf,https://twitter.com/WSGToken,https://t.me/WSGToken,,https://bscscan.com/token/0xa58950f05fea2277d2608748412bf9f802ea4901,1
lemochain,713,LemoChain,LEMO,"""base-logo.png""",,https://www.lemochain.com/#/,,https://twitter.com/LemoChain,https://t.me/lemochain,,https://etherscan.io/token/0x60c24407d01782c2175d32fe7c8921ed732371d1,1
blockv,714,BLOCKv,VEE,"""blockv-logo.png""",,https://blockv.io/,https://blockv.io/documents/whitepaper.pdf,https://twitter.com/blockv_io,https://t.me/block_v,,https://etherscan.io/token/0x340d2bde5eb28c1eed91b2f790723e3b160613b7,1
super-bitcoin,715,Super Bitcoin,SBTC,"""base-logo.png""",,http://superbtc.org/,http://doc.superbtc.org/en/developer-reference.html#block-chain,https://twitter.com/SuperBTC2,https://t.me/superbitcoinofficial,,http://block.superbtc.org/,1
gxchain,716,GXChain,GXC,"""gxchain-logo.png""",,,,,,,https://block.gxb.io/,1
yooshi,717,YooShi,YOOSHI,"""yooshi-logo.png""",,https://www.yooshi.io/,,https://twitter.com/yooshi_official,,,https://bscscan.com/token/0x02ff5065692783374947393723dba9599e59f591,1
achain,718,Achain,ACT,"""achain-logo.png""",,https://www.achain.com/,https://www.achain.com/Achain%20Whitepaper%202.0_EN.pdf,https://twitter.com/achainofficial,https://t.me/joinchat/GbZKzQ5-wexioFquTyAXmg,,https://browser.achain.com/,1
dero,719,Dero,DERO,"""dero-logo.png""",,https://dero.io,https://github.com/deroproject/documentation/blob/master/Dero_Whitepaper.pdf,https://twitter.com/DeroProject,https://t.me/DeroProjectGroup,,http://explorer.dero.io/,1
safemars,720,Safemars,SAFEMARS,"""safemars-logo.png""",,https://safemarscrypto.com,,https://twitter.com/Safemartians,https://t.me/safemars,,https://bscscan.com/token/0x3ad9594151886ce8538c1ff615efa2385a8c3a88,1
ost,721,OST,OST,"""ost-logo.png""",,https://ost.com,,https://twitter.com/OSTdotcom,https://t.me/OSTdotcom,,https://etherscan.io/token/0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,1
bnktothefuture,722,BnkToTheFuture,BFT,"""bnktothefuture-logo.png""",,https://bf-token.bnktothefuture.com/#!/,https://bf-token.bnktothefuture.com/pdf/whitepaper.pdf,https://twitter.com/BankToTheFuture,https://t.me/bf_token,,https://etherscan.io/token/0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,1
zeusshield,723,Zeusshield,ZSC,"""base-logo.png""",,https://zsc.io/,https://zsc.io/files/ZSC_Whitepaper_en.pdf,https://twitter.com/Zeusshield,,,https://etherscan.io/token/0x7A41e0517a5ecA4FdbC7FbebA4D4c47B9fF6DC63,1
nafter,724,Nafter,NAFT,"""nafter-logo.png""",,https://nafter.io,https://nafter.io/docs/Nafter-Litepaper-V.1.pdf,https://twitter.com/NafterApp,https://t.me/nafterapp,,https://bscscan.com/token/0xd7730681b1dc8f6f969166b29d8a5ea8568616a3,1
moeda-loyalty-points,725,Moeda Loyalty Points,MDA,"""moeda-loyalty-points-logo.png""",,https://moedaseeds.com/,https://moeda.in/whitepaper.pdf,https://twitter.com/moedaseeds,https://t.me/moedaproject,,https://etherscan.io/token/0x51db5ad35c671a87207d88fc11d593ac0c8415bd,1
medical-chain,726,Medicalchain,MTN,"""medical-chain-logo.png""",,https://medicalchain.com/en/,https://medicalchain.com/Medicalchain-Whitepaper-EN.pdf,https://twitter.com/medical_chain,https://t.me/medicalchain,,https://etherscan.io/token/0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,1
onix,727,Onix,ONX,"""onix-logo.png""",,,,,,,http://explorer.onixcoin.com/,1
xdefi-wallet,728,XDEFI Wallet,XDEFI,"""base-logo.png""",,https://www.xdefi.io/,https://docs.xdefi.io/docs/general/blockchains,https://twitter.com/xdefi_wallet,,,https://etherscan.com/token/0x72b886d09c117654ab7da13a14d603001de0b777,1
delphy,729,Delphy,DPY,"""delphy-logo.png""",,https://delphy.org/,https://delphy.org/papers/Delphy_Whitepaper_EN.pdf,https://twitter.com/delphy_org,,,https://etherscan.io/token/0x6c2adc2073994fb2ccc5032cc2906fa221e9b391,1
vidy,730,VIDY,VIDY,"""vidy-logo.png""",,https://vidy.com/,https://vidy.com/static/whitepaper.pdf,https://twitter.com/VidyCoin,https://t.me/vidycoin,,https://etherscan.io/token/0xc77b230f31b517f1ef362e59c173c2be6540b5e8,1
everex,731,Everex,EVX,"""everex-logo.png""",,https://www.everex.io/,https://daks2k3a4ib2z.cloudfront.net/59157962bdb4300afa8771a9/5963c09d077a520b5a965208_20170710_EVX_WP.pdf,https://twitter.com/everexio,https://t.me/everextimes,,https://etherscan.io/token/0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,1
credits,732,Credits,CS,"""credits-logo.png""",,https://credits.com/en,https://developers.credits.com/,https://twitter.com/creditscom,https://t.me/creditstechnical,,https://etherscan.io/token/0x46b9ad944d1059450da1163511069c718f699d31,1
delta-chain,733,DeltaChain,DELTA,"""base-logo.png""",,,,,,,,1
bankera,734,Bankera,BNK,"""base-logo.png""",,,,,,,https://etherscan.io/token/0xc80c5e40220172b36adee2c951f26f2a577810c5,1
hackspace-capital,735,Hackspace Capital,HAC,"""base-logo.png""",,,,,,,https://etherscan.io/token/0x43567eb78638A55bbE51E9f9FB5B2D7AD1F125aa,1
ultiledger,736,Ultiledger,ULT,"""ultiledger-logo.png""",,,,,,,https://etherscan.io/token/0xe884cc2795b9c45beeac0607da9539fd571ccf85,1
terra-virtua-kolect,737,Virtua,TVK,"""terra-virtua-kolect-logo.png""",,,,,,,https://etherscan.io/token/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988,1
torn,738,Tornado Cash,TORN,"""torn-logo.png""",,,,,,,https://etherscan.io/token/0x77777feddddffc19ff86db637967013e6c6a116c,1
keep-network,739,Keep Network,KEEP,"""keep-network-logo.png""",,https://keep.network,https://keep.network/whitepaper,https://twitter.com/keep_project,https://t.me/KeepNetworkOfficial,,https://etherscan.io/token/0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,1
propy,740,Propy,PRO,"""propy-logo.png""",,https://propy.com/,https://tokensale.propy.com/Propy-White-Paper-17-Jul-2017.pdf,https://twitter.com/propyinc,https://t.me/joinchat/AAAAAENZVo1O6X7rusdRWg,,https://etherscan.io/token/0x226bb599a12c826476e3a771454697ea52e9e220,1
liquity-usd,741,Liquity USD,LUSD,"""liquity-usd-logo.png""",,https://www.liquity.org/,https://docsend.com/view/bwiczmy,https://twitter.com/LiquityProtocol,,https://discord.com/invite/2up5U32,https://etherscan.io/token/0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1
mvl,742,MVL,MVL,"""mvl-logo.png""",,http://mvlchain.io,https://docs.mvlchain.io/,https://twitter.com/mvlchain,https://t.me/mvlchain_kr,,http://mvlchain.io/,1
polymath-network,743,Polymath,POLY,"""polymath-network-logo.png""",,https://www.polymath.network/,https://www.polymath.network/resources/whitepaper,https://twitter.com/polymathnetwork,https://t.me/PolymathNetwork,,https://etherscan.io/token/0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,1
ceek-vr,744,CEEK VR,CEEK,"""ceek-vr-logo.png""",,https://www.ceek.io/,,https://twitter.com/ceek,https://t.me/ceekmetaverse,,https://etherscan.io/token/0xb056c38f6b7dc4064367403e26424cd2c60655e1,1
whiteheart,745,Whiteheart,WHITE,"""whiteheart-logo.png""",,https://www.whiteheart.finance/,,https://twitter.com/WhiteheartDeFi,,,https://etherscan.io/token/0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,1
electroneum,746,Electroneum,ETN,"""electroneum-logo.png""",,http://electroneum.com/,,https://twitter.com/electroneum,https://t.me/joinchat/DxoSakHOdk5mqsE-LelfVg,,https://blockexplorer.electroneum.com/,1
sologenic,747,Sologenic,SOLO,"""sologenic-logo.png""",,https://www.sologenic.org/,https://www.sologenic.com/downloads/sologenic-whitepaper.pdf,https://twitter.com/realSologenic,https://t.me/SOLOGENICxGoSOLO,https://discord.com/invite/UhUBwPKNdu,https://bithomp.com/explorer/rsoLo2S1kiGeCcn6hCUXVrCpGMWLrRrLZz,1
student-coin,748,Student Coin,STC,"""student-coin-logo.png""",,https://studentcoin.org/,https://studentcoin.org/whitepaper,https://twitter.com/studentcoinorg,https://t.me/studentcoin,https://discord.com/invite/Nx65dMZcMt,https://etherscan.io/token/0x0371a82e4a9d0a4312f3ee2ac9c6958512891372,1
pepe-cash,750,Pepe Cash,PEPECASH,"""pepe-cash-logo.png""",,,,,,,https://xchain.io/asset/PEPECASH,1
counterparty,751,Counterparty,XCP,"""counterparty-logo.png""",,http://counterparty.io/,https://github.com/CounterpartyXCP/Documentation/blob/master/Developers/protocol_specification.md,https://twitter.com/CounterpartyXCP,,,https://xchain.io/,1
xsgd,752,XSGD,XSGD,"""xsgd-logo.png""",,https://www.straitsx.com/,,https://twitter.com/straitsx,,,https://etherscan.io/token/0x70e8de73ce538da2beed35d14187f6959a8eca96,1
olympus,753,Olympus v2,OHM,"""olympus-logo.png""",,https://olympusdao.finance/#/,,https://twitter.com/OlympusDAO,https://t.me/OlympusTG,,https://etherscan.io/token/0x383518188c0c6d7730d91b2c03a03c837814a899,1
ichi,754,ICHI,ICHI,"""ichi-logo.png""",,https://www.ichi.org/,,https://twitter.com/ichifoundation,https://t.me/ichifarm,,https://etherscan.io/token/0x903bef1736cddf2a537176cf3c64579c3867a881,1
platincoin,755,PLATINCOIN,PLC,"""platincoin-logo.png""",,https://platincoin.com/,http://www.platincoin.site/wp-content/uploads/2018/02/PlatinCoin_Technical_Whitepaper.pdf,https://twitter.com/platincoin,https://t.me/PLCTrader,,https://platincoin.info/,1
gyen,756,GYEN,GYEN,"""gyen-logo.png""",,https://stablecoin.z.com/,https://stablecoin.z.com/assets/pdf/Whitepaper.pdf,https://twitter.com/GMOTrust,,,https://etherscan.io/token/0xC08512927D12348F6620a698105e1BAac6EcD911,1
switcheo,757,Carbon Protocol,SWTH,"""switcheo-logo.png""",,https://switcheo.com,https://github.com/switcheo,https://twitter.com/switcheolabs,https://t.me/switcheo,,https://neotracker.io/asset/ab38352559b8b203bde5fddfa0b07d8b2525e132,1
king-dag,758,King DAG,KDAG,"""king-dag-logo.png""",,https://kdag.io/,https://kdag.io/pdf.html,https://twitter.com/KDAGFoundation,https://t.me/KingDAGGroup,,https://etherscan.io/token/0x95e40e065afb3059dcabe4aaf404c1f92756603a,1
receive-access-ecosystem,759,Receive Access Ecosystem,RAE,"""base-logo.png""",,https://raetoken.org,https://github.com/raetoken/whitepaper/blob/main/whitepaper.pdf,https://twitter.com/therokfin,,,https://etherscan.io/token/0xE5a3229CCb22b6484594973A03a3851dCd948756,1
namecoin,760,Namecoin,NMC,"""namecoin-logo.png""",,https://www.namecoin.org/,https://www.namecoin.org/resources/whitepaper/,https://twitter.com/Namecoin,,,https://namecoin.webbtc.com/,1
wom-protocol,761,WOM Protocol,WOM,"""wom-protocol-logo.png""",,https://womprotocol.io/,https://womprotocol.io/pdf/en/wom-whitepaper.pdf,https://twitter.com/wom_protocol,https://t.me/WOMProtocol_Korean,,https://etherscan.io/token/0xBd356a39BFf2cAda8E9248532DD879147221Cf76,1
bitrue-coin,762,Bitrue Coin,BTR,"""bitrue-coin-logo.png""",,https://www.bitrue.com/,,https://twitter.com/BitrueOfficial,https://t.me/BitrueOfficial,,https://etherscan.io/token/0xd433138d12beB9929FF6fd583DC83663eea6Aaa5,1
prizm,763,PRIZM,PZM,"""prizm-logo.png""",,https://pzm.space/en/,https://prizm.gitbook.io/,https://twitter.com/prizm_coin,https://t.me/prizmcoin_rus,,http://blockchain.prizm.space/,1
vesper,764,Vesper,VSP,"""vesper-logo.png""",,https://vesper.finance,https://app.gitbook.com/@vesper-1/s/vesper/,https://twitter.com/VesperFi,https://t.me/vesperfinance/,https://discord.com/invite/Pm8UDaazsK,https://etherscan.io/token/0x1b40183efb4dd766f11bda7a7c3ad8982e998421,1
rari-governance-token,765,Rari Governance Token,RGT,"""rari-governance-token-logo.png""",,http://rari.capital/,,https://twitter.com/RariCapital,https://t.me/RariCapitalChat,,https://etherscan.io/token/0xD291E7a03283640FDc51b121aC401383A46cC623,1
particl,766,Particl,PART,"""particl-logo.png""",,http://particl.io,https://github.com/particl/whitepaper/blob/master/Particl%20Whitepaper%20Draft%20v0.3.pdf,https://twitter.com/ParticlProject,https://t.me/particl_general,,https://explorer.particl.io/,1
ignis,767,Ignis,IGNIS,"""ignis-logo.png""",,http://www.jelurida.com/ignis,https://www.jelurida.com/sites/default/files/JeluridaWhitepaper.pdf,https://twitter.com/ignisguide,,,https://ardor.tools/,1
tokencard,768,TokenCard,TKN,"""tokencard-logo.png""",,,,,,,https://etherscan.io/token/TokenCard,1
tokes,769,Tokes,TKS,"""base-logo.png""",,https://multichain.ventures/,https://multichain.ventures/documents.html,https://twitter.com/Multichain_Vent,https://t.me/multichainventures,,http://wavesexplorer.com/tx/BDMRyZsmDZpgKhdM7fUTknKcUbVVkDpMcqEj31PUzjMy,1
baasid,770,BaaSid,BAAS,"""baasid-logo.png""",,https://www.baasid.com,,https://twitter.com/baa_sid,https://t.me/BaaSidOfficial,,https://etherscan.io/token/0x3e65e1eefde5ea7ccfc9a9a1634abe90f32262f8,1
newyork-exchange,771,NewYork Exchange,NYE,"""newyork-exchange-logo.png""",,https://www.nyecoin.io/,https://www.nyecoin.io/img/NYEWhitePaper.pdf,https://twitter.com/nyecoin1,https://t.me/nyecoin,,http://explorerscan.io/,1
